#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
3	134374369	134374793	PGSPRETT00000010066	PGALLT00000094079	+	PgeneID:ENSMUST00000199682.1	ParentID:ENSMUST00000025052	LEVEL_1	PSSD	[[134374369, 134374793]]
6	107593292	107595597	PGSPRETT00000009615	PGALLT00000094757	+	PgeneID:ENSMUST00000205154.1	ParentID:ENSMUST00000106215	LEVEL_1	PSSD	[[107593292, 107595597]]
3	107006146	107007120	PGSPRETT00000007890	PGALLT00000096966	-	PgeneID:ENSMUST00000122082.1	ParentID:ENSMUST00000051955	LEVEL_1	PSSD	[[107006146, 107007120]]
X	25474678	25475100	PGSPRETT00000011778	PGALLT00000091652	-	PgeneID:ENSMUST00000119873.1	ParentID:ENSMUST00000127514	LEVEL_1	PSSD	[[25474678, 25475100]]
X	20084225	20084853	PGSPRETT00000004072	PGALLT00000091730	-	PgeneID:ENSMUST00000118217.1	ParentID:ENSMUST00000150350	LEVEL_1	PSSD	[[20084225, 20084853]]
8	79953385	79954356	PGSPRETT00000001600	PGALLT00000093170	-	PgeneID:ENSMUST00000182417.1	ParentID:ENSMUST00000073605	LEVEL_1	PSSD	[[79953385, 79954356]]
9	88953767	88954526	PGSPRETT00000001269	PGALLT00000079735	+	PgeneID:ENSMUST00000189402.1	ParentID:ENSMUST00000187910	LEVEL_1	PSSD	[[88953767, 88954526]]
2	23842166	23843158	PGSPRETT00000009505	PGALLT00000095187	-	PgeneID:ENSMUST00000118484.1	ParentID:ENSMUST00000021090	LEVEL_1	PSSD	[[23842166, 23843158]]
13	20190724	20191323	PGSPRETT00000012540	PGALLT00000091786	+	PgeneID:ENSMUST00000120579.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[20190724, 20191323]]
16	33849429	33851211	PGSPRETT00000003146	PGALLT00000096512	+	PgeneID:ENSMUST00000077110.4	ParentID:NA	LEVEL_2	DUP	[[33849429,  33849492],  [33851096, 33851211]]
6	102930565	102930992	PGSPRETT00000008146	PGALLT00000088284	-	PgeneID:ENSMUST00000203805.1	ParentID:NA	LEVEL_2	PSSD	[[102930565, 102930992]]
13	18968779	18973047	PGSPRETT00000008186	PGALLT00000087237	+	PgeneID:ENSMUST00000117681.1	ParentID:ENSMUST00000091719	LEVEL_1	DUP	[[18968779,  18969311],  [18972504, 18973047]]
11	18671449	18671804	PGSPRETT00000003898	PGALLT00000096942	+	PgeneID:ENSMUST00000120479.1	ParentID:ENSMUST00000043675	LEVEL_1	PSSD	[[18671449, 18671804]]
6	133763639	133763909	PGSPRETT00000011548	PGALLT00000092982	+	PgeneID:ENSMUST00000204939.1	ParentID:NA	LEVEL_2	PSSD	[[133763639, 133763909]]
2	170748857	170749358	PGSPRETT00000007418	PGALLT00000096466	-	PgeneID:ENSMUST00000122080.1	ParentID:ENSMUST00000112901	LEVEL_1	PSSD	[[170748857, 170749358]]
11	52832557	52833865	PGSPRETT00000001521	PGALLT00000096632	+	PgeneID:ENSMUST00000118858.1	ParentID:ENSMUST00000006911	LEVEL_1	PSSD	[[52832557,  52832834],  [52833476, 52833865]]
2	37693781	37694614	PGSPRETT00000004723	PGALLT00000089410	+	PgeneID:ENSMUST00000121053.1	ParentID:ENSMUST00000061074	LEVEL_1	PSSD	[[37693781, 37694614]]
X	5966919	5967748	PGSPRETT00000004163	PGALLT00000096706	+	PgeneID:ENSMUST00000117178.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[5966919, 5967748]]
X	111741582	111742386	PGSPRETT00000001660	PGALLT00000088773	-	PgeneID:ENSMUST00000117111.1	ParentID:ENSMUST00000086519	LEVEL_1	PSSD	[[111741582, 111742386]]
7	94016758	94017723	PGSPRETT00000012199	PGALLT00000094735	-	PgeneID:ENSMUST00000072887.4	ParentID:ENSMUST00000071362	LEVEL_1	DUP	[[94016758, 94017723]]
3	146304345	146304745	PGSPRETT00000009225	PGALLT00000093692	-	PgeneID:ENSMUST00000197340.1	ParentID:ENSMUST00000073926	LEVEL_1	PSSD	[[146304345, 146304745]]
4	100809415	100810397	PGSPRETT00000007422	PGALLT00000090124	+	PgeneID:ENSMUST00000118427.2	ParentID:ENSMUST00000073605	LEVEL_1	PSSD	[[100809415, 100810397]]
X	71240091	71241665	PGSPRETT00000012474	PGALLT00000091626	-	PgeneID:ENSMUST00000120768.1	ParentID:ENSMUST00000130643	LEVEL_1	PSSD	[[71240091, 71241665]]
5	107668164	107668433	PGSPRETT00000008449	PGALLT00000096779	-	PgeneID:ENSMUST00000116395.2	ParentID:NA	LEVEL_2	PSSD	[[107668164,  107668339],  [107668372, 107668433]]
6	26882418	26882813	PGSPRETT00000010329	PGALLT00000095219	+	PgeneID:ENSMUST00000119868.1	ParentID:ENSMUST00000080861	LEVEL_1	PSSD	[[26882418, 26882813]]
17	84723345	84724018	PGSPRETT00000010890	PGALLT00000089796	+	PgeneID:ENSMUST00000184962.1	ParentID:ENSMUST00000115079	LEVEL_1	PSSD	[[84723345, 84724018]]
X	67982167	67982752	PGSPRETT00000010574	PGALLT00000096988	+	PgeneID:ENSMUST00000121559.1	ParentID:ENSMUST00000206832	LEVEL_1	PSSD	[[67982167, 67982752]]
5	101060453	101060708	PGSPRETT00000004282	PGALLT00000093705	-	PgeneID:ENSMUST00000196071.1	ParentID:ENSMUST00000081650	LEVEL_1	PSSD	[[101060453, 101060708]]
4	19225437	19226034	PGSPRETT00000006844	PGALLT00000092390	-	PgeneID:ENSMUST00000119408.1	ParentID:ENSMUST00000143678	LEVEL_1	PSSD	[[19225437, 19226034]]
1	44124645	44125381	PGSPRETT00000003701	PGALLT00000094900	+	PgeneID:ENSMUST00000185744.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[44124645,  44124926],  [44125079, 44125381]]
7	4265806	4266702	PGSPRETT00000000709	PGALLT00000095709	+	PgeneID:ENSMUST00000176352.1	ParentID:ENSMUST00000055847	LEVEL_1	DUP	[[4265806, 4266702]]
2	60787753	60788468	PGSPRETT00000004528	PGALLT00000091090	-	PgeneID:ENSMUST00000119435.1	ParentID:ENSMUST00000090860	LEVEL_1	PSSD	[[60787753,  60787876],  [60788071,  60788264],  [60788382, 60788468]]
3	107640129	107641001	PGSPRETT00000010503	PGALLT00000092461	-	PgeneID:ENSMUST00000120957.1	ParentID:ENSMUST00000107513	LEVEL_1	PSSD	[[107640129, 107641001]]
3	101747095	101747522	PGSPRETT00000010125	PGALLT00000095440	+	PgeneID:ENSMUST00000122153.1	ParentID:ENSMUST00000127514	LEVEL_1	PSSD	[[101747095, 101747522]]
3	130449663	130450968	PGSPRETT00000012931	PGALLT00000096741	-	PgeneID:ENSMUST00000198141.1	ParentID:ENSMUST00000089018	LEVEL_1	PSSD	[[130449663, 130450968]]
6	40701621	40701934	PGSPRETT00000005268	PGALLT00000089226	+	PgeneID:ENSMUST00000204679.1	ParentID:ENSMUST00000058668	LEVEL_1	DUP	[[40701621, 40701934]]
7	17731671	17737426	PGSPRETT00000001759	PGALLT00000079930	+	PgeneID:ENSMUST00000121071.2	ParentID:NA	LEVEL_2	PSSD	[[17731671,  17731768],  [17732777,  17732791],  [17735698,  17735786],  [17736899,  17736969],  [17737351, 17737426]]
7	7113067	7114074	PGSPRETT00000003532	PGALLT00000094314	+	PgeneID:ENSMUST00000186718.1	ParentID:ENSMUST00000161568	LEVEL_1	PSSD	[[7113067, 7114074]]
3	18402723	18403522	PGSPRETT00000000945	PGALLT00000094879	+	PgeneID:ENSMUST00000196649.1	ParentID:ENSMUST00000029773	LEVEL_1	PSSD	[[18402723, 18403522]]
2	169390168	169392601	PGSPRETT00000003598	PGALLT00000089565	-	PgeneID:ENSMUST00000118868.1	ParentID:ENSMUST00000019859	LEVEL_1	PSSD	[[169390168, 169392601]]
11	59698087	59699252	PGSPRETT00000003441	PGALLT00000093602	+	PgeneID:ENSMUST00000120311.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[59698087, 59699252]]
11	28554417	28555025	PGSPRETT00000009410	PGALLT00000094982	-	PgeneID:ENSMUST00000121892.1	ParentID:ENSMUST00000020794	LEVEL_1	PSSD	[[28554417, 28555025]]
2	35470396	35470667	PGSPRETT00000007619	PGALLT00000094484	-	PgeneID:ENSMUST00000119049.1	ParentID:ENSMUST00000100144	LEVEL_1	DUP	[[35470396, 35470667]]
X	71212610	71215054	PGSPRETT00000012300	PGALLT00000089594	+	PgeneID:ENSMUST00000151416.1	ParentID:ENSMUST00000113958	LEVEL_1	PSSD	[[71212610,  71214045],  [71214485, 71215054]]
2	50019926	50022835	PGSPRETT00000010261	PGALLT00000096796	+	PgeneID:ENSMUST00000119348.1	ParentID:ENSMUST00000020286	LEVEL_1	PSSD	[[50019926,  50020564],  [50022342, 50022835]]
3	97416890	97417532	PGSPRETT00000003099	PGALLT00000094587	-	PgeneID:ENSMUST00000118852.2	ParentID:ENSMUST00000089534	LEVEL_1	PSSD	[[97416890, 97417532]]
X	123154794	123155227	PGSPRETT00000003163	PGALLT00000091001	-	PgeneID:ENSMUST00000137013.1	ParentID:ENSMUST00000115079	LEVEL_1	PSSD	[[123154794, 123155227]]
1	84974249	84975178	PGSPRETT00000010610	PGALLT00000081024	-	PgeneID:ENSMUST00000159600.1	ParentID:NA	LEVEL_2	PSSD	[[84974249,  84974785],  [84974859, 84975178]]
17	35960394	35961612	PGSPRETT00000009717	PGALLT00000089641	+	PgeneID:ENSMUST00000173594.1	ParentID:ENSMUST00000009102	LEVEL_1	PSSD	[[35960394, 35961612]]
8	75410154	75410946	PGSPRETT00000011753	PGALLT00000088571	-	PgeneID:ENSMUST00000139800.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[75410154, 75410946]]
3	83972467	83972979	PGSPRETT00000001286	PGALLT00000096824	+	PgeneID:ENSMUST00000192376.1	ParentID:ENSMUST00000035983	LEVEL_1	PSSD	[[83972467, 83972979]]
2	83281433	83282090	PGSPRETT00000004157	PGALLT00000090528	+	PgeneID:ENSMUST00000118678.1	ParentID:jg8271.t1	LEVEL_1	PSSD	[[83281433, 83282090]]
4	69052531	69054491	PGSPRETT00000012217	PGALLT00000094368	+	PgeneID:ENSMUST00000120666.1	ParentID:ENSMUST00000111920	LEVEL_1	PSSD	[[69052531, 69054491]]
3	133362977	133363416	PGSPRETT00000003240	PGALLT00000093104	+	PgeneID:ENSMUST00000197732.1	ParentID:ENSMUST00000150576	LEVEL_1	PSSD	[[133362977, 133363416]]
10	4702978	4703709	PGSPRETT00000008441	PGALLT00000090660	-	PgeneID:ENSMUST00000131528.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[4702978, 4703709]]
1	165878807	165880410	PGSPRETT00000000915	PGALLT00000087476	+	PgeneID:ENSMUST00000161177.1	ParentID:ENSMUST00000106475	LEVEL_1	PSSD	[[165878807, 165880410]]
6	134421279	134422917	PGSPRETT00000000136	PGALLT00000088961	-	PgeneID:ENSMUST00000204228.1	ParentID:NA	LEVEL_2	DUP	[[134421279,  134421485],  [134422854, 134422917]]
4	18309683	18309990	PGSPRETT00000006530	PGALLT00000090630	+	PgeneID:ENSMUST00000120002.1	ParentID:ENSMUST00000170715	LEVEL_1	PSSD	[[18309683, 18309990]]
15	31221760	31223659	PGSPRETT00000006021	PGALLT00000093287	-	PgeneID:ENSMUST00000079057.7	ParentID:jg2201.t1	LEVEL_1	transcribed_PSSD	[[31221760, 31223659]]
3	121462048	121462542	PGSPRETT00000005946	PGALLT00000094761	-	PgeneID:ENSMUST00000199912.1	ParentID:jg8271.t1	LEVEL_1	PSSD	[[121462048, 121462542]]
ScMYQTh_2924	1026	1235	PGSPRETT00000011530	PGALLT00000092218	-	PgeneID:ENSMUST00000199090.1	ParentID:NA	LEVEL_2	DUP	[[1026, 1235]]
4	116023361	116023831	PGSPRETT00000003928	PGALLT00000088582	-	PgeneID:ENSMUST00000119396.1	ParentID:ENSMUST00000054289	LEVEL_1	PSSD	[[116023361, 116023831]]
3	49201469	49201962	PGSPRETT00000000987	PGALLT00000096117	-	PgeneID:ENSMUST00000194675.1	ParentID:ENSMUST00000138502	LEVEL_1	PSSD	[[49201469, 49201962]]
3	134657916	134658352	PGSPRETT00000011553	PGALLT00000094956	+	PgeneID:ENSMUST00000200141.1	ParentID:ENSMUST00000086535	LEVEL_1	PSSD	[[134657916,  134658045],  [134658154, 134658352]]
11	110594550	110595028	PGSPRETT00000000424	PGALLT00000092506	+	PgeneID:ENSMUST00000119828.1	ParentID:NA	LEVEL_2	PSSD	[[110594550, 110595028]]
4	144722328	144723198	PGSPRETT00000011546	PGALLT00000096745	-	PgeneID:ENSMUST00000120110.1	ParentID:ENSMUST00000146867	LEVEL_1	PSSD	[[144722328, 144723198]]
3	55614065	55614585	PGSPRETT00000012610	PGALLT00000094345	-	PgeneID:ENSMUST00000198536.1	ParentID:ENSMUST00000074085	LEVEL_1	PSSD	[[55614065, 55614585]]
14	115208178	115217211	PGSPRETT00000009941	PGALLT00000096111	-	PgeneID:ENSMUST00000118330.1	ParentID:NA	LEVEL_2	PSSD	[[115208178,  115208586],  [115216923, 115217211]]
7	74021669	74026783	PGSPRETT00000004946	PGALLT00000087256	+	PgeneID:ENSMUST00000173024.1	ParentID:NA	LEVEL_2	DUP	[[74021669,  74021946],  [74022333,  74023175],  [74024029,  74024255],  [74026655, 74026783]]
5	100529239	100529971	PGSPRETT00000000557	PGALLT00000090335	-	PgeneID:ENSMUST00000197280.1	ParentID:ENSMUST00000010348	LEVEL_1	PSSD	[[100529239, 100529971]]
4	38502641	38502868	PGSPRETT00000009753	PGALLT00000091795	+	PgeneID:ENSMUST00000118435.1	ParentID:ENSMUST00000059980	LEVEL_1	PSSD	[[38502641, 38502868]]
11	17934471	17935128	PGSPRETT00000009683	PGALLT00000097139	-	PgeneID:ENSMUST00000121890.1	ParentID:ENSMUST00000080281	LEVEL_1	PSSD	[[17934471, 17935128]]
3	92437164	92437664	PGSPRETT00000012098	PGALLT00000093280	+	PgeneID:ENSMUST00000195994.1	ParentID:ENSMUST00000164064	LEVEL_1	PSSD	[[92437164, 92437664]]
6	113467404	113467764	PGSPRETT00000001227	PGALLT00000092395	-	PgeneID:ENSMUST00000204537.1	ParentID:ENSMUST00000078804	LEVEL_1	PSSD	[[113467404, 113467764]]
2	146174187	146175007	PGSPRETT00000011476	PGALLT00000094533	-	PgeneID:ENSMUST00000119843.1	ParentID:NA	LEVEL_2	PSSD	[[146174187, 146175007]]
8	16358401	16375722	PGSPRETT00000000261	PGALLT00000089633	-	PgeneID:ENSMUST00000118433.1	ParentID:ENSMUST00000099311	LEVEL_1	PSSD	[[16358401, 16375722]]
2	87798704	87800468	PGSPRETT00000010763	PGALLT00000093979	+	PgeneID:ENSMUST00000121994.1	ParentID:ENSMUST00000072662	LEVEL_1	PSSD	[[87798704, 87800468]]
X	83349493	83350112	PGSPRETT00000004608	PGALLT00000092939	+	PgeneID:ENSMUST00000119577.1	ParentID:ENSMUST00000112268	LEVEL_1	PSSD	[[83349493, 83350112]]
1	119977519	119979315	PGSPRETT00000003033	PGALLT00000095790	+	PgeneID:ENSMUST00000201849.1	ParentID:ENSMUST00000114630	LEVEL_1	pseudogene	[[119977519, 119979315]]
2	166644013	166644737	PGSPRETT00000010625	PGALLT00000095674	+	PgeneID:ENSMUST00000122406.1	ParentID:NA	LEVEL_2	PSSD	[[166644013,  166644139],  [166644408,  166644510],  [166644651, 166644737]]
2	122947507	122947782	PGSPRETT00000002336	PGALLT00000088288	+	PgeneID:ENSMUST00000117152.1	ParentID:ENSMUST00000110521	LEVEL_1	DUP	[[122947507,  122947587],  [122947691, 122947782]]
4	30021132	30021476	PGSPRETT00000006242	PGALLT00000089860	+	PgeneID:ENSMUST00000119410.1	ParentID:ENSMUST00000008036	LEVEL_1	PSSD	[[30021132, 30021476]]
5	1128865	1130563	PGSPRETT00000009928	PGALLT00000088533	+	PgeneID:ENSMUST00000200591.1	ParentID:ENSMUST00000025170	LEVEL_1	PSSD	[[1128865,  1129496],  [1129533, 1130563]]
7	60920816	60921813	PGSPRETT00000003724	PGALLT00000097240	-	PgeneID:ENSMUST00000182995.1	ParentID:ENSMUST00000183272	LEVEL_1	PSSD	[[60920816, 60921813]]
6	146730112	146730931	PGSPRETT00000000743	PGALLT00000088003	+	PgeneID:ENSMUST00000148424.1	ParentID:ENSMUST00000149566	LEVEL_1	transcribed_PSSD	[[146730112, 146730931]]
15	695346	696329	PGSPRETT00000003088	PGALLT00000087364	-	PgeneID:ENSMUST00000181990.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[695346, 696329]]
4	56150192	56151812	PGSPRETT00000007159	PGALLT00000088012	-	PgeneID:ENSMUST00000119701.1	ParentID:ENSMUST00000111515	LEVEL_1	PSSD	[[56150192, 56151812]]
5	115587555	115588636	PGSPRETT00000007340	PGALLT00000092638	-	PgeneID:ENSMUST00000201478.1	ParentID:ENSMUST00000004140	LEVEL_1	PSSD	[[115587555, 115588636]]
2	85601320	85601859	PGSPRETT00000011583	PGALLT00000091179	-	PgeneID:ENSMUST00000120361.1	ParentID:ENSMUST00000099917	LEVEL_1	DUP	[[85601320, 85601859]]
9	112300833	112301185	PGSPRETT00000004159	PGALLT00000089635	-	PgeneID:ENSMUST00000180929.1	ParentID:ENSMUST00000194746	LEVEL_1	PSSD	[[112300833, 112301185]]
5	21037506	21037907	PGSPRETT00000002947	PGALLT00000092961	-	PgeneID:ENSMUST00000190879.1	ParentID:ENSMUST00000015800	LEVEL_1	PSSD	[[21037506, 21037907]]
8	80491996	80495383	PGSPRETT00000004228	PGALLT00000091067	+	PgeneID:ENSMUST00000166673.1	ParentID:ENSMUST00000125694	LEVEL_1	PSSD	[[80491996,  80492695],  [80492956, 80495383]]
6	127123271	127123772	PGSPRETT00000003171	PGALLT00000090938	+	PgeneID:ENSMUST00000202981.1	ParentID:ENSMUST00000052248	LEVEL_1	PSSD	[[127123271, 127123772]]
1	173835009	173835332	PGSPRETT00000005169	PGALLT00000092465	+	PgeneID:ENSMUST00000120880.1	ParentID:ENSMUST00000026125	LEVEL_1	PSSD	[[173835009, 173835332]]
7	10725716	10728671	PGSPRETT00000006617	PGALLT00000092946	+	PgeneID:ENSMUST00000206656.1	ParentID:ENSMUST00000042235	LEVEL_1	PSSD	[[10725716,  10726766],  [10727914, 10728671]]
1	117648381	117650287	PGSPRETT00000003127	PGALLT00000092933	+	PgeneID:ENSMUST00000188825.1	ParentID:ENSMUST00000037315	LEVEL_1	PSSD	[[117648381, 117650287]]
6	134379144	134381359	PGSPRETT00000000702	PGALLT00000087685	-	PgeneID:ENSMUST00000203547.1	ParentID:ENSMUST00000048459	LEVEL_1	DUP	[[134379144,  134379481],  [134380391,  134380427],  [134381295, 134381359]]
14	46881296	46903058	PGSPRETT00000000645	PGALLT00000088534	-	PgeneID:ENSMUST00000120740.1	ParentID:NA	LEVEL_2	PSSD	[[46881296,  46882764],  [46886356,  46886557],  [46887413,  46887571],  [46888660,  46888947],  [46894371,  46894503],  [46902833, 46903058]]
X	5155665	5156298	PGSPRETT00000011654	PGALLT00000096457	-	PgeneID:ENSMUST00000130841.1	ParentID:ENSMUST00000090860	LEVEL_1	transcribed_PSSD	[[5155665,  5155755],  [5155874, 5156298]]
11	49625196	49626182	PGSPRETT00000005533	PGALLT00000095203	+	PgeneID:ENSMUST00000121306.2	ParentID:ENSMUST00000052285	LEVEL_1	DUP	[[49625196,  49626116],  [49626151, 49626182]]
1	6693701	6694802	PGSPRETT00000009244	PGALLT00000093348	-	PgeneID:ENSMUST00000192026.1	ParentID:ENSMUST00000011896	LEVEL_1	PSSD	[[6693701, 6694802]]
9	94601347	94602698	PGSPRETT00000011960	PGALLT00000090411	+	PgeneID:ENSMUST00000186491.1	ParentID:ENSMUST00000014220	LEVEL_1	PSSD	[[94601347,  94601524],  [94602171, 94602698]]
X	5435110	5436123	PGSPRETT00000009431	PGALLT00000095317	-	PgeneID:ENSMUST00000118521.1	ParentID:ENSMUST00000040440	LEVEL_1	PSSD	[[5435110, 5436123]]
1	196307915	196308445	PGSPRETT00000005000	PGALLT00000089170	+	PgeneID:ENSMUST00000192374.1	ParentID:ENSMUST00000003521	LEVEL_1	PSSD	[[196307915, 196308445]]
3	137953198	137953860	PGSPRETT00000011241	PGALLT00000090019	-	PgeneID:ENSMUST00000195927.1	ParentID:jg8271.t1	LEVEL_1	PSSD	[[137953198,  137953273],  [137953627, 137953860]]
8	880221	891774	PGSPRETT00000006220	PGALLT00000095021	+	PgeneID:ENSMUST00000181162.1	ParentID:ENSMUST00000039810	LEVEL_1	PSSD	[[880221, 891774]]
5	104211586	104212275	PGSPRETT00000010148	PGALLT00000093243	-	PgeneID:ENSMUST00000199576.1	ParentID:ENSMUST00000080281	LEVEL_1	PSSD	[[104211586, 104212275]]
X	99570750	99570953	PGSPRETT00000002891	PGALLT00000094460	-	PgeneID:ENSMUST00000121904.1	ParentID:NA	LEVEL_2	PSSD	[[99570750, 99570953]]
4	117849393	117858041	PGSPRETT00000011891	PGALLT00000091945	-	PgeneID:ENSMUST00000117867.1	ParentID:NA	LEVEL_2	DUP	[[117849393,  117849529],  [117854787,  117854884],  [117856736,  117856851],  [117858029, 117858041]]
1	108371455	108374239	PGSPRETT00000007368	PGALLT00000091071	-	PgeneID:ENSMUST00000122149.1	ParentID:ENSMUST00000047864	LEVEL_1	PSSD	[[108371455, 108374239]]
7	93998642	93999601	PGSPRETT00000012387	PGALLT00000090151	+	PgeneID:ENSMUST00000098167.1	ParentID:ENSMUST00000098168	LEVEL_1	pseudogene	[[93998642, 93999601]]
6	134270815	134272944	PGSPRETT00000006604	PGALLT00000087365	-	PgeneID:ENSMUST00000203957.1	ParentID:NA	LEVEL_2	transcribed_DUP	[[134270815,  134270858],  [134270897,  134271182],  [134271953,  134271988],  [134272857, 134272944]]
12	108721959	108722909	PGSPRETT00000006461	PGALLT00000079684	-	PgeneID:ENSMUST00000193354.1	ParentID:NA	LEVEL_2	IG_V_pseudogene	[[108721959,  108722093],  [108722537,  108722692],  [108722818, 108722909]]
7	99693815	99694412	PGSPRETT00000012960	PGALLT00000092660	+	PgeneID:ENSMUST00000168439.1	ParentID:ENSMUST00000102696	LEVEL_1	PSSD	[[99693815, 99694412]]
5	34841046	34841635	PGSPRETT00000006750	PGALLT00000090377	-	PgeneID:ENSMUST00000079794.3	ParentID:ENSMUST00000102811	LEVEL_1	PSSD	[[34841046, 34841635]]
11	70512607	70513179	PGSPRETT00000010404	PGALLT00000090838	-	PgeneID:ENSMUST00000100943.1	ParentID:NA	LEVEL_2	pseudogene	[[70512607, 70513179]]
2	31615998	31619831	PGSPRETT00000008964	PGALLT00000095641	+	PgeneID:ENSMUST00000120467.1	ParentID:jg20385.t1	LEVEL_1	PSSD	[[31615998,  31616139],  [31619326, 31619831]]
5	73765527	73765864	PGSPRETT00000000263	PGALLT00000094152	+	PgeneID:ENSMUST00000201331.1	ParentID:ENSMUST00000023851	LEVEL_1	PSSD	[[73765527, 73765864]]
2	177470933	177471389	PGSPRETT00000011555	PGALLT00000092841	-	PgeneID:ENSMUST00000117104.1	ParentID:ENSMUST00000009039	LEVEL_1	PSSD	[[177470933, 177471389]]
2	86139197	86140147	PGSPRETT00000000700	PGALLT00000096586	-	PgeneID:ENSMUST00000119802.1	ParentID:NA	LEVEL_2	DUP	[[86139197, 86140147]]
2	152393448	152394230	PGSPRETT00000007372	PGALLT00000096275	+	PgeneID:ENSMUST00000120236.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[152393448, 152394230]]
7	92527564	92528232	PGSPRETT00000002297	PGALLT00000087746	-	PgeneID:ENSMUST00000122248.1	ParentID:ENSMUST00000198445	LEVEL_1	PSSD	[[92527564, 92528232]]
4	118147366	118147686	PGSPRETT00000008520	PGALLT00000092530	-	PgeneID:ENSMUST00000120371.1	ParentID:NA	LEVEL_2	PSSD	[[118147366, 118147686]]
3	85698870	85699402	PGSPRETT00000001342	PGALLT00000090668	+	PgeneID:ENSMUST00000193196.1	ParentID:ENSMUST00000117293	LEVEL_1	DUP	[[85698870,  85699108],  [85699309, 85699402]]
5	143816858	143817743	PGSPRETT00000008381	PGALLT00000089105	-	PgeneID:ENSMUST00000117498.1	ParentID:ENSMUST00000043627	LEVEL_1	PSSD	[[143816858, 143817743]]
5	87793981	87794106	PGSPRETT00000001846	PGALLT00000093519	-	PgeneID:ENSMUST00000196352.1	ParentID:ENSMUST00000002303	LEVEL_1	PSSD	[[87793981, 87794106]]
5	75026658	75027731	PGSPRETT00000004579	PGALLT00000092037	-	PgeneID:ENSMUST00000202100.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[75026658,  75026736],  [75027225, 75027731]]
2	20366901	20367237	PGSPRETT00000001172	PGALLT00000096731	-	PgeneID:ENSMUST00000121678.1	ParentID:ENSMUST00000195554	LEVEL_1	PSSD	[[20366901, 20367237]]
11	98064432	98064818	PGSPRETT00000008578	PGALLT00000092399	-	PgeneID:ENSMUST00000119491.1	ParentID:ENSMUST00000127793	LEVEL_1	PSSD	[[98064432, 98064818]]
11	74138737	74139738	PGSPRETT00000008251	PGALLT00000089927	-	PgeneID:ENSMUST00000117794.2	ParentID:ENSMUST00000075177	LEVEL_1	DUP	[[74138737,  74139127],  [74139273, 74139738]]
13	72832765	72833556	PGSPRETT00000008934	PGALLT00000089237	+	PgeneID:ENSMUST00000160999.1	ParentID:ENSMUST00000005711	LEVEL_1	PSSD	[[72832765, 72833556]]
7	125022676	125025624	PGSPRETT00000009914	PGALLT00000089380	+	PgeneID:ENSMUST00000205452.1	ParentID:ENSMUST00000181217	LEVEL_1	PSSD	[[125022676,  125023096],  [125024270,  125024561],  [125024656, 125025624]]
4	51196496	51198115	PGSPRETT00000006349	PGALLT00000089039	+	PgeneID:ENSMUST00000117239.1	ParentID:ENSMUST00000004094	LEVEL_1	PSSD	[[51196496, 51198115]]
6	46796394	46797134	PGSPRETT00000002633	PGALLT00000087295	+	PgeneID:ENSMUST00000203553.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[46796394, 46797134]]
4	37921058	37921521	PGSPRETT00000011186	PGALLT00000096461	-	PgeneID:ENSMUST00000117897.1	ParentID:ENSMUST00000031617	LEVEL_1	PSSD	[[37921058, 37921521]]
X	108231471	108231840	PGSPRETT00000005355	PGALLT00000094812	-	PgeneID:ENSMUST00000121551.1	ParentID:ENSMUST00000062601	LEVEL_1	PSSD	[[108231471, 108231840]]
3	35462559	35463600	PGSPRETT00000011898	PGALLT00000096419	-	PgeneID:ENSMUST00000196104.1	ParentID:ENSMUST00000180765	LEVEL_1	PSSD	[[35462559,  35462586],  [35462694, 35463600]]
19	51763148	51763573	PGSPRETT00000000675	PGALLT00000088369	-	PgeneID:ENSMUST00000161107.1	ParentID:ENSMUST00000150576	LEVEL_1	PSSD	[[51763148, 51763573]]
X	105627341	105627680	PGSPRETT00000006659	PGALLT00000087420	+	PgeneID:ENSMUST00000117248.1	ParentID:ENSMUST00000131430	LEVEL_1	PSSD	[[105627341, 105627680]]
4	120768995	120770056	PGSPRETT00000010006	PGALLT00000088468	+	PgeneID:ENSMUST00000119850.1	ParentID:jg3622.t2	LEVEL_1	PSSD	[[120768995, 120770056]]
1	57569448	57807734	PGSPRETT00000008460	PGALLT00000092548	-	PgeneID:ENSMUST00000188624.1	ParentID:NA	LEVEL_2	DUP	[[57569448,  57569454],  [57732988,  57733097],  [57733215,  57733304],  [57737385,  57737447],  [57750716,  57750777],  [57751420,  57751508],  [57752666,  57752810],  [57767971,  57768015],  [57768736,  57768810],  [57807622, 57807734]]
