#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
7	113290110	113290667	PGPAHARIT00000006744	PGALLT00000091965	+	PgeneID:ENSMUST00000184147.1	ParentID:ENSMUST00000079419	LEVEL_1	PSSD	[[113290110, 113290667]]
1	105369973	105371190	PGPAHARIT00000007643	PGALLT00000093991	+	PgeneID:ENSMUST00000183000.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[105369973, 105371190]]
6	40678169	40678678	PGPAHARIT00000009519	PGALLT00000094125	-	PgeneID:ENSMUST00000119737.1	ParentID:NA	LEVEL_2	DUP	[[40678169,  40678256],  [40678507,  40678555],  [40678657, 40678678]]
1	51810998	51815170	PGPAHARIT00000011271	PGALLT00000090812	+	PgeneID:ENSMUST00000117910.1	ParentID:NA	LEVEL_2	PSSD	[[51810998,  51811136],  [51811620,  51811730],  [51814928, 51815170]]
3	112147833	112148357	PGPAHARIT00000011189	PGALLT00000087350	-	PgeneID:ENSMUST00000117434.1	ParentID:jg284.t1	LEVEL_1	PSSD	[[112147833, 112148357]]
4	31957845	31959130	PGPAHARIT00000009311	PGALLT00000092934	-	PgeneID:ENSMUST00000119860.1	ParentID:jg14604.t1	LEVEL_1	PSSD	[[31957845, 31959130]]
4	97441915	97442516	PGPAHARIT00000010036	PGALLT00000093966	+	PgeneID:ENSMUST00000200491.1	ParentID:NA	LEVEL_2	PSSD	[[97441915, 97442516]]
4	46464628	46465422	PGPAHARIT00000005583	PGALLT00000093436	-	PgeneID:ENSMUST00000200175.1	ParentID:ENSMUST00000115231	LEVEL_1	PSSD	[[46464628,  46464824],  [46465391, 46465422]]
19	825845	826669	PGPAHARIT00000007832	PGALLT00000094503	-	PgeneID:ENSMUST00000205595.1	ParentID:ENSMUST00000117550	LEVEL_1	PSSD	[[825845, 826669]]
4	90206122	90207372	PGPAHARIT00000003346	PGALLT00000088257	+	PgeneID:ENSMUST00000121385.2	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[90206122, 90207372]]
5	53709344	53711956	PGPAHARIT00000009340	PGALLT00000093524	+	PgeneID:ENSMUST00000117869.1	ParentID:NA	LEVEL_2	PSSD	[[53709344,  53709428],  [53710601,  53710733],  [53710876,  53710997],  [53711104,  53711205],  [53711567,  53711700],  [53711815, 53711956]]
7	86987316	86988303	PGPAHARIT00000004437	PGALLT00000093297	-	PgeneID:ENSMUST00000183260.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[86987316, 86988303]]
6	92021850	92022807	PGPAHARIT00000009655	PGALLT00000096399	+	PgeneID:ENSMUST00000119247.2	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[92021850, 92022807]]
X	103918357	103919852	PGPAHARIT00000007833	PGALLT00000097212	+	PgeneID:ENSMUST00000120258.1	ParentID:ENSMUST00000102866	LEVEL_1	PSSD	[[103918357, 103919852]]
9	86145214	86145631	PGPAHARIT00000011306	PGALLT00000096862	+	PgeneID:ENSMUST00000092231.3	ParentID:ENSMUST00000073926	LEVEL_1	transcribed_PSSD	[[86145214, 86145631]]
6	13277833	13278520	PGPAHARIT00000009016	PGALLT00000093319	-	PgeneID:ENSMUST00000117967.1	ParentID:ENSMUST00000028350	LEVEL_1	PSSD	[[13277833, 13278520]]
2	148071419	148072849	PGPAHARIT00000009282	PGALLT00000092018	+	PgeneID:ENSMUST00000204306.1	ParentID:ENSMUST00000056410	LEVEL_1	PSSD	[[148071419, 148072849]]
2	161208543	161225710	PGPAHARIT00000007562	PGALLT00000090455	+	PgeneID:ENSMUST00000160287.1	ParentID:NA	LEVEL_2	PSSD	[[161208543,  161208694],  [161209955,  161209982],  [161215299,  161215430],  [161215844,  161215927],  [161216537,  161216659],  [161217438,  161217590],  [161217954,  161218055],  [161218216,  161218279],  [161221192,  161221309],  [161221708,  161221834],  [161225388,  161225478],  [161225582, 161225710]]
2	118708233	118709019	PGPAHARIT00000000765	PGALLT00000096621	+	PgeneID:ENSMUST00000203975.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[118708233, 118709019]]
X	11790393	11790937	PGPAHARIT00000002448	PGALLT00000088706	-	PgeneID:ENSMUST00000117969.1	ParentID:ENSMUST00000105595	LEVEL_1	PSSD	[[11790393, 11790937]]
4	117475337	117476786	PGPAHARIT00000002151	PGALLT00000094920	+	PgeneID:ENSMUST00000199748.1	ParentID:ENSMUST00000025271	LEVEL_1	PSSD	[[117475337, 117476786]]
6	55820327	55821311	PGPAHARIT00000002634	PGALLT00000091997	-	PgeneID:ENSMUST00000120621.1	ParentID:ENSMUST00000153892	LEVEL_1	PSSD	[[55820327, 55821311]]
23	28201148	28201473	PGPAHARIT00000002342	PGALLT00000096819	+	PgeneID:ENSMUST00000199837.1	ParentID:ENSMUST00000109642	LEVEL_1	PSSD	[[28201148, 28201473]]
18	47082060	47082471	PGPAHARIT00000007799	PGALLT00000090219	+	PgeneID:ENSMUST00000117568.1	ParentID:ENSMUST00000020372	LEVEL_1	PSSD	[[47082060, 47082471]]
3	72917071	72917293	PGPAHARIT00000007944	PGALLT00000095917	+	PgeneID:ENSMUST00000202296.1	ParentID:NA	LEVEL_2	PSSD	[[72917071, 72917293]]
4	56291394	56301954	PGPAHARIT00000010384	PGALLT00000083361	+	PgeneID:ENSMUST00000177079.1	ParentID:NA	LEVEL_2	DUP	[[56291394,  56291519],  [56297087,  56297141],  [56300639,  56300811],  [56301853, 56301954]]
6	68096682	68097481	PGPAHARIT00000000782	PGALLT00000090769	-	PgeneID:ENSMUST00000122445.1	ParentID:ENSMUST00000029938	LEVEL_1	PSSD	[[68096682, 68097481]]
23	25822382	25822767	PGPAHARIT00000010311	PGALLT00000094878	-	PgeneID:ENSMUST00000179536.1	ParentID:NA	LEVEL_2	pseudogene	[[25822382, 25822767]]
scaffold_9216	43343	43807	PGPAHARIT00000001250	PGALLT00000085527	+	PgeneID:ENSMUST00000161963.1	ParentID:ENSMUST00000074477	LEVEL_1	DUP	[[43343, 43807]]
2	140264201	140264668	PGPAHARIT00000010302	PGALLT00000093044	+	PgeneID:ENSMUST00000188657.1	ParentID:NA	LEVEL_2	PSSD	[[140264201, 140264668]]
3	3247184	3247636	PGPAHARIT00000000359	PGALLT00000094996	+	PgeneID:ENSMUST00000122443.2	ParentID:jg11899.t1	LEVEL_1	PSSD	[[3247184, 3247636]]
15	70766553	70767803	PGPAHARIT00000011266	PGALLT00000090652	+	PgeneID:ENSMUST00000056675.8	ParentID:NA	LEVEL_2	pseudogene	[[70766553,  70767195],  [70767242, 70767803]]
scaffold_12393	9219	10316	PGPAHARIT00000003671	PGALLT00000083093	-	PgeneID:ENSMUST00000160440.1	ParentID:NA	LEVEL_2	DUP	[[9219, 10316]]
2	44391802	44392311	PGPAHARIT00000007353	PGALLT00000089223	+	PgeneID:ENSMUST00000202403.1	ParentID:ENSMUST00000003521	LEVEL_1	PSSD	[[44391802,  44391875],  [44391907, 44392311]]
X	76616405	76617433	PGPAHARIT00000002759	PGALLT00000095713	-	PgeneID:ENSMUST00000117284.1	ParentID:ENSMUST00000088137	LEVEL_1	DUP	[[76616405, 76617433]]
3	87327443	87327925	PGPAHARIT00000001897	PGALLT00000089822	-	PgeneID:ENSMUST00000119208.1	ParentID:ENSMUST00000025511	LEVEL_1	PSSD	[[87327443, 87327925]]
2	83018372	83019118	PGPAHARIT00000007629	PGALLT00000088769	-	PgeneID:ENSMUST00000204292.1	ParentID:ENSMUST00000133426	LEVEL_1	PSSD	[[83018372, 83019118]]
5	113755694	114311604	PGPAHARIT00000009276	PGALLT00000080982	-	PgeneID:ENSMUST00000134229.2	ParentID:NA	LEVEL_2	DUP	[[113755694,  113755876],  [114261594,  114261798],  [114265089,  114265304],  [114265463,  114265639],  [114267992,  114268171],  [114275452,  114275634],  [114275721,  114275901],  [114276617,  114276792],  [114280774,  114280952],  [114282913,  114283087],  [114292073,  114292253],  [114302391,  114302558],  [114311389, 114311604]]
5	64471309	64474298	PGPAHARIT00000009037	PGALLT00000094685	+	PgeneID:ENSMUST00000188050.1	ParentID:ENSMUST00000027455	LEVEL_1	DUP	[[64471309,  64471373],  [64471458,  64471574],  [64471686,  64471801],  [64471971,  64472145],  [64472364,  64472536],  [64472762,  64472896],  [64472988,  64473060],  [64473174,  64473308],  [64473400,  64473622],  [64473806,  64473922],  [64474015, 64474298]]
18	21170070	21171099	PGPAHARIT00000001010	PGALLT00000087768	+	PgeneID:ENSMUST00000184922.1	ParentID:ENSMUST00000168872	LEVEL_1	transcribed_PSSD	[[21170070, 21171099]]
scaffold_12339	5968	6900	PGPAHARIT00000002627	PGALLT00000090532	-	PgeneID:ENSMUST00000075798.2	ParentID:NA	LEVEL_2	pseudogene	[[5968, 6900]]
4	44515914	44516225	PGPAHARIT00000006621	PGALLT00000094234	-	PgeneID:ENSMUST00000194242.1	ParentID:ENSMUST00000045897	LEVEL_1	PSSD	[[44515914, 44516225]]
20	47157760	47158450	PGPAHARIT00000002358	PGALLT00000089501	-	PgeneID:ENSMUST00000140537.1	ParentID:NA	LEVEL_2	PSSD	[[47157760, 47158450]]
13	75376900	75377968	PGPAHARIT00000004960	PGALLT00000088892	+	PgeneID:ENSMUST00000199619.1	ParentID:ENSMUST00000054723	LEVEL_1	transcribed_PSSD	[[75376900,  75377212],  [75377309, 75377968]]
3	125953239	125953394	PGPAHARIT00000010437	PGALLT00000094539	+	PgeneID:ENSMUST00000119735.1	ParentID:ENSMUST00000035484	LEVEL_1	PSSD	[[125953239, 125953394]]
5	125414284	125429056	PGPAHARIT00000009459	PGALLT00000084854	-	PgeneID:ENSMUST00000096101.5	ParentID:NA	LEVEL_2	PSSD	[[125414284,  125414306],  [125414786,  125414927],  [125425997,  125426103],  [125426408,  125426439],  [125428926, 125429056]]
16	13741874	13743109	PGPAHARIT00000006897	PGALLT00000095771	-	PgeneID:ENSMUST00000184058.1	ParentID:NA	LEVEL_2	DUP	[[13741874,  13741987],  [13743012, 13743109]]
3	114564561	114565069	PGPAHARIT00000008767	PGALLT00000089121	+	PgeneID:ENSMUST00000117272.1	ParentID:ENSMUST00000082134	LEVEL_1	PSSD	[[114564561, 114565069]]
14	42015331	42016253	PGPAHARIT00000009577	PGALLT00000085851	-	PgeneID:ENSMUST00000120649.1	ParentID:ENSMUST00000078936	LEVEL_1	transcribed_DUP	[[42015331, 42016253]]
8	88458628	88459076	PGPAHARIT00000010388	PGALLT00000088268	-	PgeneID:ENSMUST00000147698.1	ParentID:ENSMUST00000029515	LEVEL_1	PSSD	[[88458628, 88459076]]
14	41009272	41009724	PGPAHARIT00000003575	PGALLT00000095650	-	PgeneID:ENSMUST00000121176.1	ParentID:ENSMUST00000115079	LEVEL_1	PSSD	[[41009272, 41009724]]
19	9849391	9851484	PGPAHARIT00000005860	PGALLT00000089237	-	PgeneID:ENSMUST00000160999.1	ParentID:NA	LEVEL_2	PSSD	[[9849391,  9849518],  [9849605,  9849667],  [9849752,  9849882],  [9849959,  9850137],  [9851317, 9851484]]
17	61072696	61078463	PGPAHARIT00000008807	PGALLT00000096672	-	PgeneID:ENSMUST00000118038.1	ParentID:NA	LEVEL_2	PSSD	[[61072696,  61072827],  [61073021,  61073142],  [61073186,  61073362],  [61074466,  61074804],  [61075692,  61077434],  [61077569, 61078463]]
14	26979737	26980147	PGPAHARIT00000005904	PGALLT00000087727	+	PgeneID:ENSMUST00000122447.1	ParentID:ENSMUST00000080859	LEVEL_1	DUP	[[26979737, 26980147]]
22	45819886	45820298	PGPAHARIT00000005325	PGALLT00000096559	-	PgeneID:ENSMUST00000142299.1	ParentID:ENSMUST00000170828	LEVEL_1	PSSD	[[45819886, 45820298]]
X	93021216	93021549	PGPAHARIT00000007608	PGALLT00000092277	-	PgeneID:ENSMUST00000119039.1	ParentID:ENSMUST00000004646	LEVEL_1	PSSD	[[93021216, 93021549]]
2	21205016	21205639	PGPAHARIT00000004782	PGALLT00000095114	-	PgeneID:ENSMUST00000196217.1	ParentID:ENSMUST00000072566	LEVEL_1	PSSD	[[21205016,  21205255],  [21205340, 21205639]]
2	91312227	91313144	PGPAHARIT00000004526	PGALLT00000088740	-	PgeneID:ENSMUST00000203138.1	ParentID:ENSMUST00000082131	LEVEL_1	DUP	[[91312227, 91313144]]
4	83719775	83720770	PGPAHARIT00000007732	PGALLT00000093189	-	PgeneID:ENSMUST00000192475.1	ParentID:NA	LEVEL_2	PSSD	[[83719775,  83720448],  [83720690, 83720770]]
X	85227970	85229208	PGPAHARIT00000006697	PGALLT00000094351	-	PgeneID:ENSMUST00000119692.2	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[85227970, 85229208]]
22	17920176	17922487	PGPAHARIT00000008573	PGALLT00000096705	-	PgeneID:ENSMUST00000120923.1	ParentID:ENSMUST00000015892	LEVEL_1	PSSD	[[17920176,  17920735],  [17920926, 17922487]]
scaffold_12238	9742	10329	PGPAHARIT00000008177	PGALLT00000087549	-	PgeneID:ENSMUST00000201064.1	ParentID:NA	LEVEL_2	DUP	[[9742, 10329]]
11	7097062	7098024	PGPAHARIT00000005785	PGALLT00000096138	+	PgeneID:ENSMUST00000153606.1	ParentID:ENSMUST00000171900	LEVEL_1	PSSD	[[7097062,  7097249],  [7097282, 7098024]]
5	153254480	153255146	PGPAHARIT00000002387	PGALLT00000088942	-	PgeneID:ENSMUST00000195319.1	ParentID:ENSMUST00000058437	LEVEL_1	PSSD	[[153254480, 153255146]]
5	82118280	82119327	PGPAHARIT00000005724	PGALLT00000089865	+	PgeneID:ENSMUST00000180947.1	ParentID:jg4385.t1	LEVEL_1	PSSD	[[82118280, 82119327]]
scaffold_7397	18986	65783	PGPAHARIT00000000003	PGALLT00000094363	-	PgeneID:ENSMUST00000100689.3	ParentID:NA	LEVEL_2	DUP	[[18986,  19070],  [65448, 65783]]
6	77862364	77863178	PGPAHARIT00000000391	PGALLT00000092754	-	PgeneID:ENSMUST00000118333.1	ParentID:ENSMUST00000150576	LEVEL_1	PSSD	[[77862364,  77862833],  [77863037, 77863178]]
X	1788735	1789588	PGPAHARIT00000005801	PGALLT00000088837	+	PgeneID:ENSMUST00000121356.1	ParentID:ENSMUST00000132846	LEVEL_1	PSSD	[[1788735, 1789588]]
10	52741230	52742093	PGPAHARIT00000000559	PGALLT00000093232	+	PgeneID:ENSMUST00000162462.1	ParentID:ENSMUST00000047368	LEVEL_1	PSSD	[[52741230, 52742093]]
13	6126824	6128380	PGPAHARIT00000006021	PGALLT00000092912	+	PgeneID:ENSMUST00000119755.1	ParentID:jg6358.t1	LEVEL_1	PSSD	[[6126824,  6127491],  [6127929, 6128380]]
scaffold_9348	36581	37483	PGPAHARIT00000001344	PGALLT00000091627	+	PgeneID:ENSMUST00000176694.1	ParentID:NA	LEVEL_2	DUP	[[36581, 37483]]
11	65286002	65286912	PGPAHARIT00000003680	PGALLT00000093610	+	PgeneID:ENSMUST00000145746.1	ParentID:ENSMUST00000025106	LEVEL_1	PSSD	[[65286002, 65286912]]
2	143843414	143844504	PGPAHARIT00000003381	PGALLT00000092543	+	PgeneID:ENSMUST00000122034.1	ParentID:ENSMUST00000029663	LEVEL_1	PSSD	[[143843414, 143844504]]
1	167841004	167841490	PGPAHARIT00000000814	PGALLT00000093446	-	PgeneID:ENSMUST00000161469.1	ParentID:ENSMUST00000038169	LEVEL_1	transcribed_PSSD	[[167841004, 167841490]]
X	75079164	75080595	PGPAHARIT00000006871	PGALLT00000095695	-	PgeneID:ENSMUST00000117124.1	ParentID:ENSMUST00000096045	LEVEL_1	PSSD	[[75079164,  75080195],  [75080247,  75080435],  [75080480, 75080595]]
4	36578177	36578637	PGPAHARIT00000008513	PGALLT00000087332	-	PgeneID:ENSMUST00000192964.1	ParentID:NA	LEVEL_2	PSSD	[[36578177, 36578637]]
6	50602361	50603338	PGPAHARIT00000008531	PGALLT00000090989	-	PgeneID:ENSMUST00000117528.1	ParentID:ENSMUST00000111115	LEVEL_1	PSSD	[[50602361, 50603338]]
scaffold_5086	124799	126188	PGPAHARIT00000010134	PGALLT00000079597	+	PgeneID:ENSMUST00000119135.1	ParentID:NA	LEVEL_2	PSSD	[[124799,  125840],  [125951,  125980],  [126044, 126188]]
5	25957184	25959418	PGPAHARIT00000003280	PGALLT00000087179	+	PgeneID:ENSMUST00000187682.1	ParentID:ENSMUST00000108988	LEVEL_1	PSSD	[[25957184,  25958205],  [25958395, 25959418]]
1	124152725	124153639	PGPAHARIT00000001654	PGALLT00000096789	-	PgeneID:ENSMUST00000180978.1	ParentID:ENSMUST00000087822	LEVEL_1	DUP	[[124152725, 124153639]]
X	141845573	141845788	PGPAHARIT00000005349	PGALLT00000092261	-	PgeneID:ENSMUST00000122098.1	ParentID:NA	LEVEL_2	PSSD	[[141845573, 141845788]]
12	12485947	12486067	PGPAHARIT00000004467	PGALLT00000088741	-	PgeneID:ENSMUST00000206799.1	ParentID:NA	LEVEL_2	DUP	[[12485947, 12486067]]
2	83999011	84000648	PGPAHARIT00000001272	PGALLT00000093205	-	PgeneID:ENSMUST00000203979.1	ParentID:ENSMUST00000102561	LEVEL_1	PSSD	[[83999011,  83999351],  [83999387,  83999590],  [84000540, 84000648]]
16	36271086	36274530	PGPAHARIT00000003878	PGALLT00000090495	-	PgeneID:ENSMUST00000118548.1	ParentID:ENSMUST00000091668	LEVEL_1	DUP	[[36271086,  36271253],  [36271440,  36271581],  [36273110,  36273227],  [36274366, 36274530]]
11	37024420	37025101	PGPAHARIT00000008480	PGALLT00000092640	-	PgeneID:ENSMUST00000076359.3	ParentID:ENSMUST00000067955	LEVEL_1	PSSD	[[37024420, 37025101]]
5	101552596	101553402	PGPAHARIT00000003219	PGALLT00000090946	-	PgeneID:ENSMUST00000185860.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[101552596, 101553402]]
2	137305759	137306009	PGPAHARIT00000001163	PGALLT00000095243	-	PgeneID:ENSMUST00000204290.1	ParentID:ENSMUST00000114050	LEVEL_1	PSSD	[[137305759, 137306009]]
X	56252407	56254351	PGPAHARIT00000011048	PGALLT00000089943	+	PgeneID:ENSMUST00000117526.1	ParentID:ENSMUST00000030551	LEVEL_1	PSSD	[[56252407, 56254351]]
14	9116083	9116777	PGPAHARIT00000004818	PGALLT00000089286	-	PgeneID:ENSMUST00000121775.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[9116083, 9116777]]
2	90004677	90005149	PGPAHARIT00000008546	PGALLT00000096386	-	PgeneID:ENSMUST00000205475.1	ParentID:ENSMUST00000026495	LEVEL_1	PSSD	[[90004677, 90005149]]
3	49091744	49093376	PGPAHARIT00000010304	PGALLT00000094756	-	PgeneID:ENSMUST00000120183.1	ParentID:jg19320.t1	LEVEL_1	PSSD	[[49091744, 49093376]]
7	90882108	90882938	PGPAHARIT00000002204	PGALLT00000094039	+	PgeneID:ENSMUST00000118973.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[90882108, 90882938]]
3	110749355	110750391	PGPAHARIT00000008811	PGALLT00000087232	-	PgeneID:ENSMUST00000121178.1	ParentID:ENSMUST00000109134	LEVEL_1	PSSD	[[110749355,  110749613],  [110749696, 110750391]]
12	39526601	39546976	PGPAHARIT00000006486	PGALLT00000095020	-	PgeneID:ENSMUST00000163665.1	ParentID:ENSMUST00000069221	LEVEL_1	PSSD	[[39526601,   39528184],   [39539200,   39540268],   [39540846, 39546976]]
6	60400654	60401937	PGPAHARIT00000002357	PGALLT00000088726	+	PgeneID:ENSMUST00000118907.1	ParentID:ENSMUST00000089230	LEVEL_1	PSSD	[[60400654,  60400726],  [60400767,  60400862],  [60401186, 60401937]]
X	115893721	115894155	PGPAHARIT00000008084	PGALLT00000088200	+	PgeneID:ENSMUST00000118434.1	ParentID:ENSMUST00000032124	LEVEL_1	PSSD	[[115893721, 115894155]]
8	8092316	8108663	PGPAHARIT00000005569	PGALLT00000091364	+	PgeneID:ENSMUST00000119360.1	ParentID:NA	LEVEL_2	PSSD	[[8092316,  8092451],  [8101946,  8102179],  [8108446, 8108663]]
2	56886900	56888140	PGPAHARIT00000007875	PGALLT00000090953	+	PgeneID:ENSMUST00000201541.1	ParentID:ENSMUST00000016401	LEVEL_1	PSSD	[[56886900, 56888140]]
3	59237928	59238263	PGPAHARIT00000010700	PGALLT00000095936	+	PgeneID:ENSMUST00000117304.1	ParentID:NA	LEVEL_2	PSSD	[[59237928, 59238263]]
scaffold_5692	60099	60338	PGPAHARIT00000008821	PGALLT00000094759	-	PgeneID:ENSMUST00000173834.1	ParentID:NA	LEVEL_2	DUP	[[60099, 60338]]
22	38857424	38858505	PGPAHARIT00000003886	PGALLT00000087656	+	PgeneID:ENSMUST00000118175.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[38857424, 38858505]]
X	66798097	66808473	PGPAHARIT00000008095	PGALLT00000096987	+	PgeneID:ENSMUST00000118480.1	ParentID:ENSMUST00000017692	LEVEL_1	PSSD	[[66798097, 66808473]]
4	109820776	109821391	PGPAHARIT00000003143	PGALLT00000088422	-	PgeneID:ENSMUST00000197896.1	ParentID:ENSMUST00000132846	LEVEL_1	PSSD	[[109820776, 109821391]]
5	164663729	164664170	PGPAHARIT00000009652	PGALLT00000088987	-	PgeneID:ENSMUST00000195130.1	ParentID:ENSMUST00000102980	LEVEL_1	PSSD	[[164663729, 164664170]]
6	56364795	56365382	PGPAHARIT00000008243	PGALLT00000089683	+	PgeneID:ENSMUST00000120700.1	ParentID:ENSMUST00000059802	LEVEL_1	PSSD	[[56364795, 56365382]]
2	112151699	112152378	PGPAHARIT00000004293	PGALLT00000093016	-	PgeneID:ENSMUST00000204307.1	ParentID:ENSMUST00000152700	LEVEL_1	PSSD	[[112151699, 112152378]]
10	97115898	97116703	PGPAHARIT00000001269	PGALLT00000090553	+	PgeneID:ENSMUST00000187540.1	ParentID:ENSMUST00000077856	LEVEL_1	PSSD	[[97115898, 97116703]]
X	31279324	31279709	PGPAHARIT00000011038	PGALLT00000087846	+	PgeneID:ENSMUST00000119444.1	ParentID:ENSMUST00000075895	LEVEL_1	PSSD	[[31279324, 31279709]]
12	32865918	32877087	PGPAHARIT00000011295	PGALLT00000095433	+	PgeneID:ENSMUST00000120195.1	ParentID:NA	LEVEL_2	PSSD	[[32865918,  32866099],  [32875160,  32875446],  [32876887, 32877087]]
22	39308632	39308797	PGPAHARIT00000010333	PGALLT00000090420	-	PgeneID:ENSMUST00000118323.1	ParentID:ENSMUST00000180159	LEVEL_1	PSSD	[[39308632, 39308797]]
19	1555238	1555972	PGPAHARIT00000007257	PGALLT00000084707	-	PgeneID:ENSMUST00000205814.1	ParentID:ENSMUST00000024981	LEVEL_1	PSSD	[[1553238,  1555548],  [1555777, 1555972]]
X	145751418	145753710	PGPAHARIT00000009931	PGALLT00000090819	+	PgeneID:ENSMUST00000119938.1	ParentID:ENSMUST00000047091	LEVEL_1	PSSD	[[145751418, 145753710]]
20	3122958	3124124	PGPAHARIT00000000477	PGALLT00000079774	-	PgeneID:ENSMUST00000094051.4	ParentID:ENSMUST00000098470	LEVEL_1	PSSD	[[3122958, 3124124]]
13	93865614	93866313	PGPAHARIT00000009384	PGALLT00000093243	-	PgeneID:ENSMUST00000199576.1	ParentID:ENSMUST00000079419	LEVEL_1	PSSD	[[93865614, 93866313]]
16	36920303	36921091	PGPAHARIT00000007812	PGALLT00000082634	+	PgeneID:ENSMUST00000181011.1	ParentID:NA	LEVEL_2	DUP	[[36920303,  36920402],  [36920702, 36921091]]
1	97604574	97605040	PGPAHARIT00000006476	PGALLT00000088864	+	PgeneID:ENSMUST00000205866.1	ParentID:ENSMUST00000080861	LEVEL_1	PSSD	[[97604574, 97605040]]
X	101695488	101695820	PGPAHARIT00000010478	PGALLT00000095525	+	PgeneID:ENSMUST00000117067.1	ParentID:ENSMUST00000072391	LEVEL_1	PSSD	[[101695488, 101695820]]
2	68518307	68519148	PGPAHARIT00000010212	PGALLT00000092819	-	PgeneID:ENSMUST00000205019.1	ParentID:ENSMUST00000054289	LEVEL_1	PSSD	[[68518307,  68518579],  [68518666, 68519148]]
4	50829095	50829307	PGPAHARIT00000004778	PGALLT00000094120	+	PgeneID:ENSMUST00000196160.1	ParentID:NA	LEVEL_2	PSSD	[[50829095, 50829307]]
20	44986057	44995213	PGPAHARIT00000005077	PGALLT00000094043	-	PgeneID:ENSMUST00000117943.1	ParentID:NA	LEVEL_2	PSSD	[[44986057,  44986253],  [44986427,  44986542],  [44987265,  44987698],  [44989326,  44989520],  [44995046, 44995213]]
scaffold_12421	14894	15580	PGPAHARIT00000004529	PGALLT00000088655	+	PgeneID:ENSMUST00000173843.1	ParentID:NA	LEVEL_2	DUP	[[14894,  15155],  [15212, 15580]]
3	154752614	154754961	PGPAHARIT00000008022	PGALLT00000092081	+	PgeneID:ENSMUST00000190355.1	ParentID:NA	LEVEL_2	PSSD	[[154752614,  154752757],  [154753314,  154753368],  [154754496,  154754633],  [154754905, 154754961]]
14	71967725	71969082	PGPAHARIT00000009127	PGALLT00000092926	-	PgeneID:ENSMUST00000121761.1	ParentID:ENSMUST00000159879	LEVEL_1	transcribed_PSSD	[[71967725, 71969082]]
3	69391029	69391389	PGPAHARIT00000011311	PGALLT00000089531	-	PgeneID:ENSMUST00000120774.1	ParentID:ENSMUST00000086535	LEVEL_1	PSSD	[[69391029, 69391389]]
2	129481351	129487717	PGPAHARIT00000001721	PGALLT00000088966	-	PgeneID:ENSMUST00000199732.1	ParentID:NA	LEVEL_2	transcribed_PSSD	[[129481351,  129481463],  [129482600,  129482746],  [129483315,  129483440],  [129483755,  129483887],  [129486864,  129486999],  [129487572, 129487717]]
3	86294827	86296215	PGPAHARIT00000005546	PGALLT00000093813	-	PgeneID:ENSMUST00000118901.1	ParentID:ENSMUST00000181326	LEVEL_1	PSSD	[[86294827,  86295491],  [86295572,  86296177],  [86296212, 86296215]]
X	99024969	99026327	PGPAHARIT00000011337	PGALLT00000092508	+	PgeneID:ENSMUST00000121858.1	ParentID:ENSMUST00000077577	LEVEL_1	PSSD	[[99024969, 99026327]]
6	57612216	57612429	PGPAHARIT00000002833	PGALLT00000087432	+	PgeneID:ENSMUST00000121767.1	ParentID:ENSMUST00000014457	LEVEL_1	PSSD	[[57612216, 57612429]]
scaffold_12791	10951	11601	PGPAHARIT00000005372	PGALLT00000084992	+	PgeneID:ENSMUST00000190548.1	ParentID:NA	LEVEL_2	DUP	[[10951, 11601]]
1	120149867	120154360	PGPAHARIT00000005905	PGALLT00000090486	+	PgeneID:ENSMUST00000117079.1	ParentID:NA	LEVEL_2	PSSD	[[120149867,  120149943],  [120151378, 120154360]]
13	9340778	9341389	PGPAHARIT00000003681	PGALLT00000094729	-	PgeneID:ENSMUST00000121606.1	ParentID:ENSMUST00000086519	LEVEL_1	PSSD	[[9340778, 9341389]]
21	18979046	18979787	PGPAHARIT00000009837	PGALLT00000086015	+	PgeneID:ENSMUST00000117259.1	ParentID:ENSMUST00000109733	LEVEL_1	PSSD	[[18979046, 18979787]]
X	81345558	81346396	PGPAHARIT00000001597	PGALLT00000089681	-	PgeneID:ENSMUST00000119908.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[81345558, 81346396]]
9	3464390	3465484	PGPAHARIT00000005038	PGALLT00000084404	+	PgeneID:ENSMUST00000195818.1	ParentID:ENSMUST00000112529	LEVEL_1	PSSD	[[3464390, 3465484]]
1	46429891	46431440	PGPAHARIT00000004883	PGALLT00000087901	+	PgeneID:ENSMUST00000206241.1	ParentID:ENSMUST00000106215	LEVEL_1	PSSD	[[46429891, 46431440]]
